name,abn,donated,donation_count,parties,contract_value,contract_count,contract_per_donation_dollar,sector,state,is_community_controlled
"Merck Sharp & Dohme (Australia) Pty Ltd","14000173508","439379","129","500 Club of New South Wales Inc; Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Dame Pattie Menzies Foundation Trust; Liberal Party of Australia; Liberal Party of Australia - NATIONAL; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; National Party of Australia - N.S.W. - NSW; Progressive Business Association Inc","48420956","73","110","Health","NSW","false"
"NSW GOVERNMENT SCHOOLS","18246198266","434988","4","AEU NSW Teachers Federation; Australian Education Union","9248500","31","21","","NSW","false"
"Dept of Education","63578775294","434384","6","Canberra Labor Club Limited; Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch","41678968","109","96","Education","ACT","false"
"PRIXCAR TRANSPORT SERVICES PTY LIMITED","18158361721","433214","2","Transport Workers Union of New South Wales","16500","1","0","","VIC","false"
"WATERCO LIMITED","62002070733","427766","31","Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division - NSW; Progressive Business Association Inc","38743","1","0","Manufacturing","NSW","false"
"Delta Corporation","67007069794","425998","8","CFMEU - Construction & General Division (WA Branch); Construction, Forestry, Maritime Employees Union","19999811","29","47","Construction","VIC","false"
"Sydney Airports Corporation Limited","62082578809","421880","42","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division; National Party of Australia - N.S.W.","147593470","39","350","Transport","NSW","false"
"SIEMENS LTD.","98004347880","417400","16","Australian Labor Party (ALP); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch); Business Council of Australia; Liberal Party of Australia","60464366","72","145","Mining","VIC","false"
"MERRILL LYNCH (AUSTRALIA) FUTURES LIMITED (34 003 639 674)","34003639674","413700","30","Australian Labor Party - National Secretariat; Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (VIC Branch); Higgins 200 Club; Liberal Party of Australia - NATIONAL; Liberal Party of Australia (NSW Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; The 500 Club (VIC)","1237500","1","3","Finance","NSW","false"
"STRATCO (N.S.W.) PTY. LTD. (30 003 583 702)","30003583702","411994","4","Liberal National Party of Queensland; National Party of Australia (WA) Inc","2072408","2","5","Construction","NSW","false"
"Georgiou Group","82073851948","410668","22","Australian Labor Party (ALP); Liberal Party (W.A. Division) Inc; Perth Trades Hall Inc","438256172","29","1067","Construction","WA","false"
"DAVID JONES PTY LIMITED","75000074573","409132","16","Australian Labor Party (State of Queensland); Labor Holdings Pty Ltd; Liberal Party of Australia - Queensland Division; Shop Distributive and Allied Employees Association (QLD Branch)","17266","2","0","","VIC","false"
"Primary Health Care Limited","33169588096","406700","24","Australian Labor Party (ALP); Australian Labor Party (State of Queensland); Labor Holdings Pty Ltd","47010","1","0","Health","NSW","false"
"HOPGOOGANIM LAWYERS","54105489661","403060","32","Australian Labor Party (State of Queensland); Labor Holdings Pty Ltd; Palmer United Party","740469","7","2","Legal Services","QLD","false"
"CBRE (C) PTY LIMITED (64 003 205 552)","15008912641","401762","30","Australian Labor Party (ALP); CEPU Plumbing Division Victoria; Liberal Party of Australia","3853420","14","10","Finance","QLD","false"
"AM Diagnostics Pty Ltd","36604119360","400000","4","Liberal Party (W.A. Division) Inc","81092000","2","203","","WA","false"
"Merrill Lynch Markets (Australia) Pty Limited","88075587816","396000","4","Business Council of Australia","9817500","3","25","Finance","NSW","false"
"Regus Australia Management Pty Ltd","54127848426","391546","2","CFMEU Construction and General Division, New South Wales Divisional Branch","1739875","20","4","","NSW","false"
"BROTHER INTERNATIONAL (AUST) PTY LTD","17001393835","389651","20","CFMEU Construction and General Division, New South Wales Divisional Branch; Liberal Party of Australia; Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW","0","1","0","Technology","NSW","false"
"Walkley Foundation Limited","99164809349","388784","12","Media Entertainment & Arts Alliance","41804","1","0","arts","NSW","false"
"Bendigo Kangan Institute (74 802 942 886)","74802942886","388252","2","Australian Education Union","42465509","8","109","Education","VIC","false"
"Highchair Pty Ltd & The Civic Group Holdings Pty Ltd","78729712484","385747","41","Australian Labor Party (ALP); Australian Labor Party (Victorian Branch); Liberal Party of Australia (Victorian Division)","305382","2","1","","VIC","false"
"HEALTHSHARE NSW","65697563521","383690","8","Construction, Forestry, Maritime Employees Union","8581778","8","22","","NSW","false"
"LINK ADMINISTRATION HOLDINGS LIMITED (27 120 964 098)","66009682866","383114","4","Liberal Party of Australia; Queensland Teachers Union","805438","1","2","Finance","NSW","false"
"Honeywell Ltd","18000383764","381300","10","Australian Labor Party (ALP); Liberal Party (W.A. Division) Inc","30438871","162","80","Construction","NSW","false"
"The Registered and Licensed Clubs Association of Queensland, Union of Employers","14544672729","380068","53","Australian Labor Party (State of Queensland); Liberal National Party of Queensland","219480","6","1","","QLD","false"
"ALINTA","92089531984","379722","19","Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; DB Scott & Co; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc. - WA; National Club Limited; National Party of Australia (WA) Inc - WA","1065153","2","3","","NSW","false"
"Law Council of Australia Limited","85005260622","376876","14","Australian Labor Party (ALP); Canberra Labor Club Limited","200950","9","1","Education","ACT","false"
"Salesforce","47010367576","374000","4","Business Council of Australia","195376363","5","522","","QLD","false"
"Uber","85613635082","374000","4","Business Council of Australia","35000","1","0","","VIC","false"
"Community Broadcasting Association Of Australia Limited","92003108030","374000","2","Construction, Forestry, Maritime Employees Union","423255","2","1","Arts & Culture","NSW","false"
"BRIGHTER SUPER TRUSTEE (94 085 088 484)","94085088484","373874","2","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","88229","1","0","Finance","QLD","false"
"DELAWARE NORTH DARWIN CASINO PTY LTD (54 009 624 417)","54009624417","371424","22","Australian Labor Party (Northern Territory) Branch; Australian Labor Party NT; CLP; Country Liberal Party (NT); Northern Territory Country Liberal Party - NATIONAL","299687","7","1","Retail","VIC","false"
"ASX OPERATIONS PTY. LTD. (42 004 523 782)","42004523782","371261","22","Australian Labor Party (ALP); Australian Labor Party (South Australian Branch); Australian Labor Party (Victorian Branch); Construction, Forestry, Maritime Employees Union; Liberal Party of Australia (S.A. Division); Progressive Business Association Inc","2292815","7","6","Finance","NSW","false"
"VIRGIN AUSTRALIA REGIONAL AIRLINES PTY LTD (76 008 997 662)","76008997662","370000","22","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch); Liberal Party of Australia; Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; National Party of Australia (WA) Inc","75294690","5","203","Transport","WA","false"
"AWP AUSTRALIA PTY LTD (52 097 227 177)","52097227177","367944","23","Australian Labor Party (ALP); Construction, Forestry, Maritime Employees Union; Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; Universities Australia","101477336","83","276","Finance","QLD","false"
"Medical Technology Association of Australia Limited","61129334354","367857","37","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Liberal Party of Australia; Liberal Party of Australia - Tasmanian Division; National Party of Australia - N.S.W.","307501","2","1","Health","NSW","false"
"CEVA (AIR AND OCEAN) AUSTRALIA PTY LTD","91055370575","366686","18","Business Council of Australia; Liberal National Party of Queensland; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc. - WA; Liberal Party of Australia (NSW Division); Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; The Free Enterprise Foundation; Transport Workers Union of Australia SA/NT Branch","139883","4","0","Transport","NSW","false"
"ADOBE SYSTEMS PTY LTD","72054247835","363000","6","Business Council of Australia; Universities Australia","73172495","31","202","Technology","NSW","false"
"GODFREY HIRST AUSTRALIA PTY LTD","58000849758","362050","44","Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Liberal Party of Australia; Liberal Party of Australia - NATIONAL; Liberal Party of Australia - Queensland Division; Liberal Party of Australia (VIC Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC","573982","5","2","Retail","VIC","false"
"Canberra Business Chamber Limited","33600390538","360568","6","Australian Chamber of Commerce and Industry","356500","3","1","","ACT","false"
"Australian Security Industries Pty. Limited T/a ASI Locksmiths","53008618899","359530","2","Australian Council of Trade Unions","8238419","109","23","","ACT","false"
"MAYNE PHARMA GROUP LIMITED (76 115 832 963)","88007870984","359100","33","Australian Labor Party - National Secretariat; Australian Labor Party (ALP); Australian Labor Party (SA Branch); Australian Labor Party (South Australian Branch); Liberal Party of Australia; Liberal Party of Australia - Federal Secretariat; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (SA Division)","111702","5","0","Manufacturing","SA","false"
"AbbVie Pty Ltd","48156384262","359004","36","Australian Labor Party (ALP)","18015458","45","50","Health","NSW","false"
"Worrells","72945540327","357162","2","Construction, Forestry, Maritime Employees Union","809473","45","2","","VIC","false"
"FREEHILLS","67553066484","352738","57","Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (State of Queensland); Australian Labor Party (Western Australian Branch); Higgins 200 Club; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc.; Liberal Party (W.A. Division) Inc. - WA; Liberal Party of Australia; Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia, NSW Division; Menzies 200 Club","154000","1","0","","","false"
"Dept of Finance, Services and Innovation","81913830179","352066","8","Automotive Food Metals Engineering Printing & Kindred Ind. Union; Health Services Union NSW; New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union; Transport Workers Union of New South Wales","24714125","79","70","Finance","NSW","false"
"AWX PTY. LTD. (31 095 222 263)","25138840374","351716","38","Australian Labor Party (N.S.W. Branch); Australian Labor Party (State of Queensland); Christian Democratic Party (Fred Nile Group); Christian Democratic Party (Fred Nile Group) NSW; Liberal Party (W.A. Division) Inc; Liberal Party of Australia - Queensland Division; Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia, NSW Division; National Party of Australia - N.S.W.","2788421","21","8","","QLD","false"
